vma1_256_SGVB,vma1_256_VNPC,vma1_512_SGVB,vma1_512_VNPC,vma1_1024_SGVB,vma1_1024_VNPC
192.6482322,5195.4441,322.664619,7985.419898,204.6763351,15772.58928
232.1098547,4152.385751,155.7753296,7009.741311,192.3196278,14331.43508
162.3043952,4771.803243,228.8071628,6965.492815,217.2911768,14735.30658
174.5391839,3570.971058,183.7858982,8539.415967,266.6655099,13580.63292
177.7337787,4849.750727,173.9356079,7441.990935,220.465307,14376.06305
195.4746101,4433.72812,253.7621253,7628.420181,181.3560534,11267.53105
197.297756,4093.501311,245.2208598,6809.738155,194.4663084,13124.9079
151.1825781,3394.807293,267.792031,6633.791013,206.4936597,12793.31234
177.5937338,4167.96758,171.2569847,6264.202492,198.8604312,12385.9947
199.1549273,4970.526889,250.9083276,6877.299416,293.9962294,11534.86815
173.7213287,4256.440513,174.9061022,6677.989295,217.9632127,11261.18482
163.8118389,4495.292219,185.8148708,6686.245719,309.6870687,14286.36563
171.7615767,3794.10947,176.3559418,7809.996562,234.677669,14990.57346
159.6839309,4130.376852,258.1880984,6564.95312,216.4542611,14785.62387
258.9794855,4020.613132,229.054666,6868.255901,218.3352597,13940.62083
188.5605624,4959.052426,255.30722,6554.149034,309.4764907,15816.37032
184.4887855,4727.333517,190.4450932,6681.030767,205.3798707,12279.37011
149.67361,5242.218084,189.8554838,6883.557943,411.3261125,13325.92881
203.4528747,4686.374784,210.8660407,8007.40493,176.4258223,13870.83499
256.2454576,4474.903938,161.3170788,7799.023823,219.1066,13664.90279
171.642899,4436.287127,164.3946636,8046.03214,287.7814302,11396.03
168.8900316,4510.718142,235.8665681,6738.724623,304.9932854,11722.60083
146.1387746,4094.132864,240.1860282,6602.806417,186.4277191,11603.072
176.7493627,4209.390599,185.7581556,6725.958782,202.9253759,12227.20259
150.6569428,4466.530487,182.4625723,6934.086822,339.9446144,11878.72692
198.4301825,4594.246186,185.9718411,6555.547446,209.9196537,13309.91082
213.2396321,4811.186369,165.2917495,7025.174443,310.8702819,11153.49026
169.9145777,4123.400682,181.9582117,6738.396099,181.0108836,11884.784
178.6561687,4706.94975,189.8622761,6956.837615,252.3612151,11994.27678
147.167999,4004.803098,253.8836563,6650.391781,182.8088217,12127.44236
196.8922992,4599.74888,182.8589332,7120.194767,196.1496456,11644.67005
177.9708896,4703.624802,213.4973526,6757.82861,249.9122937,11697.30367
175.0527186,4074.077244,279.1318226,6825.56505,204.0912807,11538.52792
264.6667862,4357.308506,161.563518,7020.613428,231.3852744,12321.12446
219.8772607,3989.041724,180.4316056,6710.633603,182.2746727,14104.47394
170.6599128,4871.829943,161.3914289,7222.238513,212.5825107,13498.33222
170.053596,4630.059058,228.7443442,6518.957449,255.4329464,14629.54206
174.1080384,4488.365844,225.6193357,6392.137919,203.881846,11478.05923
220.8449526,4143.066948,166.8257997,7037.574875,226.201148,13633.39198
159.3435352,4878.86069,201.0340641,6602.503161,230.0115492,13657.85814
233.9805036,4127.905145,169.472842,7241.478248,174.153511,11311.64217
282.6816566,4666.160032,166.5690498,6518.926381,206.5258293,11325.26366
196.9429655,4967.971938,214.725142,9632.696433,255.6190474,11645.71912
244.7852712,4067.090367,154.5016804,7388.004804,436.2104182,11476.66533
190.168004,5241.240521,262.4837987,6354.546327,210.3736002,12085.72271
146.3997669,4741.456235,161.3044322,7313.727081,310.5679712,14600.14819
270.2934709,5006.345767,183.7712231,6515.351957,210.7382123,13703.42776
202.3323333,4073.025505,162.361624,7241.164502,211.68086,11566.26085
145.466934,5184.810518,319.8513067,7247.70662,258.3682251,12016.23327
176.7053614,5122.225568,200.0232472,7007.512258,185.1309655,11343.99181
201.396019,4495.619758,178.1379178,6433.371364,174.1618717,11836.92903
268.6321032,4041.467084,201.3866,6844.731094,317.1104228,12919.64306
170.0065238,4333.373618,185.141068,6480.371168,219.4808574,11179.74098
169.7460694,3942.468248,277.6852374,9015.031937,182.6201341,13135.84733
253.6283619,3458.771106,205.9028423,6292.466852,245.6763167,14533.65222
160.9754577,4693.178221,349.2299361,8864.803139,193.0257866,12608.27454
195.3075969,4039.71357,190.747704,7094.418735,205.652766,12608.2847
198.9854474,3386.22178,221.6295002,7361.832446,304.3836462,11496.43367
209.3641353,5249.827213,192.7898526,7083.443449,224.5977948,14612.93852
176.7999234,4498.324169,163.6521864,6844.488289,255.5682504,14274.3592
170.4200907,4209.28032,202.8170118,6452.59464,197.4999378,14328.69372
236.8819041,4199.998785,203.4122348,7146.436968,295.3620431,14276.42783
204.409435,4583.256832,181.4661996,8246.29117,221.8546555,13323.5016
247.024739,4428.643163,214.509037,7356.067952,180.6645496,12204.96951
205.7042706,3957.357518,157.1184187,7710.360429,280.0366342,12297.31543
268.2420199,3577.027556,156.329088,7281.861985,262.691216,13499.77976
197.6941447,4068.031195,228.8870108,6679.841509,229.4067917,13545.33994
189.7891858,4386.668296,232.4598866,6648.969984,218.8688905,11110.5027
174.958499,3987.83888,187.7744226,6525.354878,185.0715053,14087.70171
164.6592615,4055.426431,160.6676404,6912.585709,187.8350964,14210.06432
263.2067544,4034.901024,292.8245494,6568.266153,177.2531338,11410.18731
186.7252562,4937.18788,185.4798729,7092.054038,219.8258562,13385.80666
176.3416178,4134.10867,183.3793375,8837.533,181.8530438,12618.71777
197.4254277,3953.077835,156.0520682,8100.472833,352.1814375,12117.8245
218.4303904,4018.378663,209.563278,6443.79023,183.9542038,11603.47154
176.1042955,3901.969532,181.5420268,7058.2399,310.0829866,13793.41741
169.5766962,4101.982857,173.2203989,6221.897507,220.8180974,12254.02101
146.4518538,4462.690744,161.6293933,7158.798129,222.7863641,14429.31799
223.0258651,4374.434277,191.0957568,6562.228317,303.7275658,12445.02395
220.3899276,4997.839948,174.4918094,7039.129439,194.3218439,12420.58643
179.4365416,4032.872514,305.8497586,6528.353802,243.7666905,12309.68923
213.9168885,4348.620234,295.8840325,7128.874544,248.1992657,12170.63412
169.193676,4063.678947,181.8151405,6631.397738,277.1724927,11720.54672
203.8873651,4743.506992,320.2274036,6900.15568,253.8671656,13497.11534
180.7000744,4091.427704,210.3195827,6681.547467,186.7402809,12143.02187
152.3556325,4148.328393,200.7409372,7331.076668,264.8631148,11807.83418
146.4130411,4263.858563,199.5255303,7048.723075,184.3855753,11909.76691
164.3906379,4115.049285,212.2630353,6777.366201,205.1076493,14115.67198
189.7433918,4072.329971,155.8700225,6724.958272,182.9689546,11804.0388
159.6661608,4339.534796,203.1583824,8377.199476,253.4393089,14327.82081
184.7475338,4071.285438,176.4539015,6458.022888,176.4549284,11489.60019
171.2874026,4243.976664,180.153373,7115.576425,297.3064516,11128.46357
172.5174587,4079.54624,188.2681279,8279.09997,211.0252805,11659.5033
149.3832214,4033.961705,156.5415838,6818.096467,200.8885031,14100.02481
169.5133045,4380.867027,183.1020091,6652.635908,234.1286819,13741.18373
170.8440065,4453.986631,156.505764,7015.531416,217.4964032,13707.08439
170.3955374,4767.258035,226.6692531,6820.286568,206.3867259,13464.09301
153.4879379,4470.617694,156.6991668,8454.364153,262.325002,12682.74589
159.6208224,3469.78849,307.7405453,7486.90508,235.7416041,14045.28448
160.9642406,4159.337769,164.721498,7961.853724,185.2139637,13122.81394
179.9912426,4307.825882,202.6126199,6594.252246,174.4140418,14115.82663
187.7482884,5086.514456,225.7409904,8430.486442,189.2124114,12649.12388
182.5152647,4034.891634,199.8411844,6464.587917,251.7016475,13709.82695
146.1805742,4009.300485,155.410778,6553.141632,176.1528571,14294.50005
179.8079581,4211.449889,205.9103677,6915.236733,310.3560839,11732.34359
177.5915835,5083.569626,165.9543953,6795.866668,181.4489453,13641.61048
150.7414324,4155.096869,162.9397953,6542.878173,242.222789,13917.8177
220.0963337,4071.782856,209.5413387,6845.64832,180.2220423,13942.32746
150.869102,4682.623684,163.598695,7043.511892,174.3950734,13072.54728
169.3579085,3709.805593,159.2170978,8033.303665,211.0302138,12173.43406
236.9775102,4804.067822,300.7000813,6555.057092,181.0108614,11869.40708
196.6882603,4084.579428,182.5191042,6874.717398,219.1112771,11439.76699
171.0188775,4121.917224,181.2727022,7770.178256,261.053174,11657.92282
169.5060272,3962.21986,305.4054501,7051.220223,219.3202105,12703.80528
