vma1_256_SGVB,vma1_256_VNPC,vma1_512_SGVB,vma1_512_VNPC,vma1_1024_SGVB,vma1_1024_VNPC
146.3153093,4066.4271,161.3270602,6933.936502,199.243695,14285.16337
169.9315138,4211.531565,155.8711846,7824.857895,282.3446839,12496.64561
191.3893616,4302.292606,209.6763737,6471.038827,181.5327816,11530.55215
234.7489536,4075.353237,274.464884,7576.933419,230.68976,15254.98479
154.6660626,4061.216667,207.8634312,6874.255008,211.2611272,14625.46715
192.291131,4050.496654,180.3038437,6454.426354,175.996305,12509.48784
145.8891156,4505.018322,212.7738252,7548.468401,209.8629582,12036.22752
147.4193814,4429.340655,233.3353276,6739.81917,351.7275934,11521.20846
272.9459584,4759.135503,154.4448001,7680.776825,207.0683925,12745.09059
145.2823594,4241.577322,207.6323085,6488.67778,257.6779459,11294.83745
181.1665955,4116.81414,190.9321783,7359.987633,309.1726408,13479.1352
152.5609651,4724.53263,208.7938635,6416.165806,225.4325325,11417.27706
216.6977854,4160.046923,212.0654838,6502.115511,332.088474,15875.71611
151.333941,4149.805778,210.3250065,7026.938609,218.6374903,13782.94184
220.7190566,4107.405626,191.7204838,6829.245837,234.4752021,12398.40683
262.2985933,4523.065222,207.3089025,6731.00824,299.9439309,12153.94591
178.8656652,5383.901349,171.4641862,6211.113054,225.2753322,11589.23091
177.3409405,4019.593765,231.730119,7354.00135,236.8017292,13282.399
168.9210165,4442.753412,175.9489422,7070.255584,234.3898385,13663.64365
167.7566004,4908.724233,212.835613,6865.299101,220.0825317,12879.76248
149.6711922,4847.569566,203.9330652,6437.326486,277.151423,12233.1567
198.7899287,4328.888819,226.1757143,7916.576618,184.5916183,12815.68623
270.6372089,4466.472025,204.6569319,7362.437693,265.1026711,12557.62704
259.1236002,4679.112617,209.8594925,6870.683226,255.9982352,12832.44735
257.1106815,4145.851326,178.6957097,6916.446928,225.4845414,13793.99321
187.0049655,4258.301926,186.4198911,6330.861487,182.7495308,11620.80231
169.1145039,4052.219279,169.562268,6529.747273,260.0027015,11298.59574
218.196172,4190.121447,172.6736817,7404.243481,181.6449347,12277.53433
179.3773232,3675.045756,214.6773422,6952.598374,295.0616105,13880.33289
166.0650797,4793.173905,188.5137367,6855.231193,185.8854029,15481.21027
175.8303502,4244.930531,155.4226177,7195.70883,289.0718997,11314.95023
170.7748461,4006.275309,156.4864678,6392.430808,229.4218762,13115.02958
219.4210041,4594.49893,230.6844394,6434.746556,211.1839633,14000.78021
268.9472551,4237.535074,190.6193943,8147.270826,176.1654925,13223.11565
176.637871,3945.640849,233.2214229,6779.763235,225.284941,11468.53564
174.6050947,4057.503661,182.4756794,7051.347008,181.9567699,12217.83212
180.9863586,4412.427944,178.5910099,6346.410534,311.7873147,12389.20868
200.6346133,3982.189996,260.8740356,6370.80603,233.6331604,15459.6167
187.5004082,4050.621756,205.7542365,6673.492369,219.1228158,14199.01456
219.9029534,4087.018309,242.1612415,6845.161855,222.6166048,12003.66138
175.4023745,4609.16893,199.3534157,7570.381035,258.179776,11729.43418
151.3553376,4055.412733,200.1936357,7674.897098,199.5800397,11323.05565
191.4264681,4377.347137,190.4899523,8143.291723,263.5947857,11806.99772
222.5099862,5080.30192,178.9871774,7331.555348,235.7364547,14702.17052
220.3287988,4524.402438,215.4877353,8465.197879,184.9805818,11580.0362
213.340477,4126.868899,206.0548031,6688.531874,250.1545725,12139.82465
196.0337534,4009.387858,160.2459104,8088.088224,218.68995,12559.71936
145.2671123,4045.521909,185.178081,6704.825911,194.9825323,12711.0031
200.1680603,4583.296665,209.6195958,6720.006138,218.6815021,11513.70373
200.8767715,4278.344443,189.4271197,6932.452703,182.136343,12176.92574
146.1263726,4048.951245,161.5946465,7834.801822,184.4883366,12060.20802
194.7591329,5124.45206,230.1796749,7107.332588,333.8966727,12085.08557
206.6105242,4272.49007,217.2497697,6663.44069,253.9157002,12779.53909
173.264787,4037.454543,213.725584,6538.155868,284.5215204,16962.35569
170.2469378,4682.30014,225.9612007,6928.944235,230.1230593,12571.9152
189.5209267,5095.454516,166.8137226,7600.015735,180.7658057,12460.29622
170.1206529,4918.874857,212.5413895,7559.862955,219.2712471,12187.3312
258.8410945,4275.367371,225.1963363,6964.952966,188.096674,13798.60664
196.1815474,3973.789982,197.8261976,6323.685947,182.5841286,14481.44487
149.356276,4636.291332,187.543484,6569.503901,196.2816312,13018.33778
175.7371953,4747.884601,248.090704,8451.203601,225.0713692,13647.11712
180.0643926,4135.400949,183.1288798,7442.033223,182.754837,14728.08334
168.9785035,5060.765045,194.7514021,6947.780464,191.2377541,12103.30178
230.1182981,4091.453713,179.040297,6803.088217,181.1945362,11487.80468
176.8265293,4179.401324,162.5482147,6467.325367,282.9699905,12418.8153
235.6520429,4181.390167,165.8207769,7540.101646,279.0996723,11682.93665
220.1252463,4651.721319,156.386004,6790.620444,303.7693899,11630.13317
201.4701874,4056.920608,209.0536149,7498.751874,180.7238729,15159.26867
259.7331748,4130.770828,222.5221415,6526.094512,250.3232758,11802.37556
162.1592038,4094.235428,257.8380213,6300.714556,180.3887706,11928.54246
190.6405222,4257.021311,280.4846177,7134.506238,180.061533,13433.90329
150.9949803,4504.986712,260.1042552,6496.877481,221.321651,11748.69034
147.3364718,4029.685512,253.7893867,6930.967181,205.6356134,12582.03475
160.6717837,5017.363091,186.5635729,6933.016755,206.2931213,11401.19142
168.2726078,3974.859699,202.6652741,6715.682385,263.5861392,11489.76221
193.1639285,5257.447642,186.1725881,6888.581789,289.696667,14211.61861
151.5359991,4952.490765,160.4125504,7552.439559,255.3000274,11470.48242
249.7022667,4619.06942,342.3194048,6590.250376,248.589591,14178.16617
169.4771686,4570.259049,237.6128597,6354.822627,238.7321513,11859.02339
169.6221952,3979.653015,200.1989653,6608.882474,204.7444882,13375.73544
182.1715446,4476.252697,214.8028183,6376.188483,205.1879966,12101.28019
195.3103576,5008.855064,161.3967571,6299.882629,262.741436,12039.6147
147.0710442,5264.561985,232.3469181,6952.817924,261.3573198,12167.22241
203.860678,4337.625488,170.891907,6668.306048,225.7601502,11740.31383
210.2599473,4522.953027,202.3701408,7429.399184,185.5402334,13277.78449
210.9301355,3608.974286,204.9595289,7536.149003,231.7810428,13645.88132
168.7188525,3983.020353,183.5232322,6125.397868,299.3928792,11625.76174
150.0086057,4020.260196,243.8693151,6423.598825,196.295603,12856.82188
170.8628206,4134.395193,156.9786932,6215.962577,237.0926449,11962.02002
166.605886,4866.12128,303.4539669,6647.078845,206.310442,12420.58993
262.1670752,4852.547286,194.625747,6500.507266,223.8125224,12256.90031
150.2759075,4011.766598,227.597646,6665.438001,267.9303381,15684.87325
145.601249,4612.62905,198.8383057,7128.189953,265.790642,13321.62039
169.5451372,4346.476227,180.9562919,6555.153736,255.4713576,13613.6801
169.2403655,4070.31216,161.3687723,6880.387101,180.1133881,13268.35295
169.6658871,4413.626611,158.8352304,6507.164167,175.9620483,11490.46179
177.9035809,4452.299034,223.7952814,6345.946886,176.4688957,13787.74372
175.2280087,3639.036606,189.3396797,6488.540055,234.8559186,14041.25632
219.3818409,4918.176145,240.5507841,6269.969963,204.6703682,13660.59107
167.7119265,4639.226282,299.9650283,6357.714014,183.8050036,14665.43058
170.0522478,4506.976631,160.1664784,6612.775442,220.1974952,14410.35335
205.7583103,4991.789931,170.5798788,6163.812517,207.7335963,12480.93538
163.8873138,4071.766492,315.6317701,6958.695839,262.5234706,12463.55264
256.9410677,4399.023,200.4686615,6570.028049,201.8812819,13445.51296
175.9758048,4233.556727,181.3903513,7166.618716,186.5074806,11836.20224
174.354141,4375.726601,207.6363599,8447.584598,235.4950302,12965.44364
218.4825647,4020.931604,200.7690201,6670.331373,271.884382,13083.36957
151.3978231,3473.694967,161.2471185,6296.34188,304.4930391,13344.57612
211.7383463,4141.435567,164.0100536,6988.161323,183.4268706,12452.99891
195.1533108,4627.952042,183.480864,7940.691749,231.4998236,11330.37919
180.6202159,4188.325565,229.2941616,7122.018188,200.141093,12574.30173
209.3195951,4110.483706,277.3048539,7254.552363,206.3530452,13609.0637
179.6166732,4337.915733,234.1796434,7113.737478,223.8149521,11586.77773
151.3560312,4248.83217,154.8589337,6636.946843,179.9163756,12534.55146
171.5354636,4336.388263,198.3596835,8346.721556,232.1003659,13777.49427
179.1549523,4677.306049,170.19908,6800.273858,295.1981916,13774.35643
222.1563492,4023.142493,184.6760983,7919.918643,204.119802,14670.87818
176.5562093,4244.141452,224.2465241,7777.813471,273.9593673,13603.16169
150.7237358,5049.932023,183.6331053,6368.698673,211.5493274,12431.75224
246.8632429,4574.577952,247.7882898,6622.101553,199.3096902,11796.88862
169.4301877,4988.736604,256.9921265,7081.780331,191.3751948,12335.45748
209.6326079,4994.341924,202.3537502,6369.242405,198.1817842,12165.52499
243.697505,4197.818059,177.7053399,6934.33142,195.625067,14706.77111
171.1775672,5056.367701,266.285867,6650.418244,248.8535149,12373.88292
170.7950163,4172.495005,212.8184626,6364.50206,412.8566301,14617.2444
213.5769405,3906.777226,160.9375627,8132.965753,214.1087332,13347.8034
179.4412,3971.525783,195.6945162,6581.953767,334.4292161,11512.30285
177.8657091,4080.990462,233.6990771,7692.326252,293.0541012,14559.88922
185.5311577,4395.403383,162.0196834,6626.298377,190.8176463,13582.20394
202.6940362,4723.600345,207.2872689,6626.836027,222.7672017,12671.34469
153.1557343,4389.287883,211.6656148,6680.42378,289.9991007,11701.32196
169.929585,4006.479188,183.8106,8389.29582,176.2600613,12889.66039
185.0300195,5093.240541,216.957761,6555.136328,205.8613071,12773.37872
169.4977996,4712.002923,199.8510368,8512.236886,195.7502527,11719.0784
168.7332759,4519.776613,266.8795609,6345.798174,254.7282112,14619.7933
145.8286161,4083.939587,191.4795151,7937.809293,354.7875166,12955.08968
169.2663774,4974.326645,181.9008594,7233.61695,221.6154065,12858.44759
144.6407573,4451.639898,188.0478039,6573.816692,416.5500162,12119.90831
199.2370346,4022.640918,161.2401423,7912.414865,174.5209088,13304.06034
169.152323,4259.686223,207.3147273,6379.542638,251.100795,12394.72525
159.907207,4014.41893,177.8976753,6966.616282,228.3177516,12648.64329
171.1330504,4109.518803,182.7927771,6784.174108,253.5469389,14274.07833
193.7606506,4424.606899,198.8174646,7102.015262,180.2671008,12981.76239
276.3951082,4439.931748,205.8730788,6667.770416,257.6351652,12000.31923
266.3080769,4574.934833,200.0968184,7108.740831,209.8238764,14542.35309
151.5461516,4159.858906,182.1537516,6902.752126,281.7262933,14277.23664
240.6761897,4153.209866,197.1870437,6725.23459,239.6929967,11807.66251
177.105545,4446.141461,290.7366135,6507.847502,232.4488528,12791.32413
200.7571397,4894.372323,169.530731,6496.964724,398.1690714,12157.4153
173.6054497,4655.997395,176.901988,6719.243875,218.1016259,12607.79341
157.049798,4131.595717,189.2017097,6500.532431,225.0994656,11410.81924
174.6576624,4024.708594,265.68082,6631.840212,209.269846,12770.69168
171.137161,4100.058983,165.2056978,6400.009835,284.6806726,12618.85041
147.092556,4561.733597,215.8338306,6925.396019,179.9233177,13844.41605
231.3135538,4114.072833,240.5857234,6353.191468,257.7816925,11425.34337
170.7857776,5087.689332,176.3298717,6614.227652,207.2621262,12102.31384
190.4093904,5136.284304,189.3616254,6620.200477,301.8671095,13705.406
157.3395681,4148.939812,184.5577419,7427.137274,208.1858137,12392.60016
198.7811565,4018.160488,295.1330798,7038.722597,340.0782714,13403.90792
179.3690555,4188.764315,209.8930473,7133.166802,224.2623446,12361.73433
191.3226135,4050.248122,311.6234086,7045.100402,264.8249958,12905.51254
171.9597907,4126.134892,216.1972556,6464.640496,303.9980066,15002.27088
202.4501121,4436.939625,175.8529351,7531.022917,208.7775404,15337.15563
145.1497343,4460.719496,155.8579025,7148.063611,249.6083639,14226.61287
179.7033801,4771.824448,176.2279623,7414.377648,219.1443465,12094.54206
146.6955912,3948.056204,334.65238,7962.667317,340.2797034,12887.17618
175.6159317,4261.327008,160.728029,6822.46117,282.7220266,12871.85889
171.4847574,4461.882623,173.682925,6932.76871,204.6864824,13976.11182
168.7754598,4870.320545,187.6518183,6867.590425,264.4754233,11930.71586
162.8186991,3977.383149,272.9836791,8198.755223,179.8244331,11964.46664
186.2477295,4355.420799,164.0613251,7121.002971,196.9238648,11721.82647
200.1553891,3996.297112,181.2807503,6577.365072,220.0352256,13299.71052
177.5714335,5088.682782,276.2865889,8463.064288,183.1759009,12025.84342
169.7697649,3678.483746,162.1494031,6467.526338,225.4679008,14404.18871
160.8514984,4070.183139,190.0493565,8072.246771,193.8106837,11746.29972
177.4604318,4029.532502,277.5778828,6956.253946,180.6338103,11295.24441
220.0389216,4811.593136,180.5794036,6999.968125,204.5666614,13300.64952
167.9472926,4707.087087,182.2260718,6865.281045,184.230391,15389.25388
201.0648737,4357.469219,180.6636205,6556.772359,175.7946439,11993.4921
170.4353609,3847.39726,160.6665971,6257.641105,229.194663,12228.08495
169.1118917,4206.872089,162.7746944,7082.02001,231.2570941,11035.13738
189.3220642,4138.175213,181.3634195,7982.074971,219.3509831,12063.78384
151.8303838,3961.557162,163.458164,6924.644973,224.9716768,11487.32283
187.5310161,4057.166664,223.6941655,6587.249336,235.2127843,12120.95629
281.5400546,4139.43587,228.2396462,6706.482485,199.7658632,14291.91978
168.0788808,4455.204484,163.6955845,7292.82982,177.7571425,12121.84789
