var2_256_VB,var2_256_VNPC,var2_512_VB,var2_512_VNPC,var2_1024_VB,var2_1024_VNPC
0.134658999,0.13038316,0.061180153,0.131832535,0.081575348,0.0745669
0.185573078,0.121073713,0.061475763,0.087975709,0.066004697,0.095131508
0.092484778,0.112284667,0.090141681,0.093114636,0.041208086,0.073329916
0.052304348,0.092746691,0.065123839,0.081410636,0.060332383,0.052760005
0.089036713,0.202404339,0.116699933,0.117652169,0.061116349,0.060204167
0.117409916,0.13361698,0.081640389,0.099614204,0.079100761,0.07360823
0.148864192,0.088572032,0.077375086,0.119235917,0.057259357,0.089538051
0.114510129,0.113254005,0.081476847,0.092268807,0.098972269,0.094028099
0.109265328,0.13863036,0.122073518,0.096770602,0.067397902,0.080256893
0.111580614,0.119196959,0.099217376,0.081078467,0.081837286,0.072827177
0.138772505,0.132175788,0.10124339,0.109285155,0.057013734,0.070345144
0.109305385,0.113914796,0.074517812,0.11221283,0.04034233,0.066219563
0.059321595,0.105152933,0.076005186,0.091858354,0.056037561,0.084054711
0.135317754,0.15811991,0.094727602,0.124984743,0.042981665,0.072833576
0.09046974,0.129285379,0.047805537,0.101152365,0.063713825,0.06261929
0.152157931,0.079533303,0.050153804,0.138248097,0.06884671,0.083932226
0.135681925,0.178583168,0.114831009,0.073619547,0.092356356,0.097633246
0.161330039,0.172564233,0.074273572,0.160265715,0.062793888,0.084897158
0.09612409,0.099413841,0.067678905,0.084147926,0.063270941,0.059941859
0.102508882,0.088457793,0.134393054,0.115689474,0.08578522,0.089939681
0.158504311,0.110003626,0.062879946,0.066732351,0.055212748,0.114343137
0.135411125,0.16375945,0.086619126,0.125023622,0.084661286,0.067799053
0.069845208,0.121556194,0.071994334,0.093675356,0.060157283,0.07644605
0.103434458,0.131363482,0.084274765,0.14307236,0.07566262,0.070129034
0.118085185,0.090938899,0.12155349,0.116828649,0.050536094,0.087383116
0.136884352,0.097943828,0.097436777,0.089665306,0.066443998,0.051934381
0.097806937,0.096863094,0.107973705,0.179397005,0.063634668,0.053778285
0.186650438,0.132453279,0.102026506,0.07537119,0.077067332,0.066755073
0.101991003,0.105531783,0.11574337,0.093340312,0.049418103,0.075217218
0.162808126,0.134365819,0.061998369,0.082103176,0.073926139,0.077190533
0.088887556,0.248819617,0.136953505,0.10099756,0.066811244,0.09678578
0.130268463,0.182684737,0.097772202,0.113795764,0.07732952,0.077684576
0.101955271,0.139865775,0.074409175,0.064142464,0.083426147,0.070766143
0.097665217,0.226016525,0.061553748,0.111822147,0.072465246,0.059239855
0.133718663,0.137368939,0.055041755,0.096729649,0.04658955,0.076228208
0.097675375,0.129619061,0.110250431,0.120053835,0.064649968,0.114243983
0.129017649,0.080540825,0.144759008,0.118331668,0.09846884,0.099273402
0.149368438,0.083690098,0.135975527,0.128751151,0.061102554,0.085489246
0.131821938,0.134122249,0.064003392,0.093850315,0.060283183,0.085428925
0.128244199,0.130264516,0.136121071,0.101550139,0.078193498,0.106722791
0.098107008,0.120901569,0.076222234,0.103134345,0.088143413,0.067209009
0.108441837,0.121880332,0.094312079,0.085961086,0.061189353,0.048354347
0.137365531,0.174497406,0.128987276,0.083840059,0.072993949,0.084350673
0.075388586,0.147425093,0.115709522,0.085583565,0.071884734,0.102841249
0.1276701,0.146862174,0.077358795,0.074857739,0.065064674,0.075948194
0.141314839,0.139178644,0.116439594,0.115594318,0.069575958,0.101692879
0.089405441,0.113057471,0.096561195,0.172489153,0.064276437,0.064114324
0.095757565,0.132044854,0.041810944,0.091884301,0.063066678,0.074193711
0.102660881,0.117080194,0.135486381,0.081177325,0.056447184,0.045116865
0.110478104,0.135550271,0.07284186,0.095396566,0.045777051,0.077246336
0.077153482,0.173820909,0.089350073,0.102261726,0.099544253,0.100055945
0.082232817,0.125453262,0.069836437,0.083810868,0.06372437,0.062548987
0.113399844,0.136581043,0.116145522,0.088305566,0.047433469,0.097332097
0.115271669,0.107635727,0.09167999,0.11102942,0.05152961,0.080565449
0.121753658,0.180490806,0.089000797,0.147118484,0.060492115,0.074116867
0.061070825,0.126584396,0.069437053,0.100335524,0.040418452,0.084638076
0.069630258,0.127718876,0.108443284,0.10677986,0.092616672,0.078453874
0.078123782,0.098382639,0.097729804,0.086814943,0.068882773,0.075480888
0.138122178,0.112876684,0.053719854,0.096756845,0.059168396,0.074018582
0.138124364,0.113856232,0.102267369,0.112521224,0.064695445,0.085035413
0.158305159,0.12509777,0.124381395,0.086440047,0.038250167,0.088646678
0.039960636,0.141678519,0.095975358,0.062434265,0.06065936,0.100054254
0.14812245,0.123954126,0.106667509,0.114007005,0.076710324,0.071004349
0.0944315,0.160127359,0.092326383,0.132715603,0.085557167,0.067651508
0.103851692,0.105003435,0.065201882,0.107424514,0.053478761,0.07400864
0.143334135,0.134929702,0.10985178,0.094367352,0.079484511,0.063960198
0.132655644,0.114674919,0.112354194,0.104450539,0.076691674,0.142341424
0.094106514,0.127357057,0.075569808,0.086318654,0.06144004,0.102803329
0.170441724,0.118991997,0.124059003,0.118436473,0.084297644,0.101748578
0.141333199,0.133524843,0.097155659,0.094655105,0.070810177,0.079825023
0.071652395,0.117840261,0.058997823,0.131007962,0.110359018,0.065671442
0.173677995,0.129086696,0.085668014,0.094866663,0.048300352,0.097394003
0.154069149,0.129839337,0.059229227,0.111672033,0.077363392,0.052560905
0.118508334,0.100546856,0.060941609,0.112017286,0.037070188,0.059578562
0.133223381,0.116940282,0.097495043,0.135845867,0.047652318,0.090409477
0.163498125,0.1063103,0.045822958,0.060998772,0.044513364,0.070228881
0.127010004,0.166331854,0.077187649,0.122574663,0.074320285,0.057234716
0.123994216,0.087351737,0.091594039,0.097694255,0.060354103,0.048158388
0.049464426,0.128722114,0.053937868,0.106181786,0.076620436,0.071533539
0.120934194,0.156461798,0.080417534,0.139495147,0.047861621,0.090941179
0.181062996,0.114073949,0.117907709,0.076112338,0.095362408,0.089558191
0.141084948,0.232695726,0.075716629,0.071252029,0.070206768,0.086504839
0.124264802,0.109134894,0.143443815,0.121039513,0.077441531,0.109448173
0.087038984,0.098739352,0.071075384,0.1006652,0.056095318,0.068623502
0.132012406,0.162645354,0.108393418,0.115042359,0.067612032,0.073458562
0.147721484,0.103778424,0.088387334,0.134911005,0.066142243,0.077947806
0.089238062,0.139307279,0.108245192,0.104532329,0.053766166,0.07673176
0.130596304,0.108014904,0.066657601,0.1018121,0.056882909,0.086756484
0.135727891,0.124636402,0.055900881,0.080354833,0.08991549,0.086675765
0.109373805,0.133411355,0.068719249,0.094060863,0.059373044,0.084417178
0.144227075,0.149711098,0.093284935,0.123235706,0.142336527,0.08709759
0.136135118,0.102509831,0.131617742,0.097317788,0.060711244,0.085320157
0.08712056,0.129535945,0.065126013,0.119117827,0.077318922,0.086106678
0.146579066,0.132204938,0.137872098,0.106816534,0.078180707,0.080206468
0.112036563,0.113492141,0.090176296,0.118018455,0.043556284,0.080391839
0.070121967,0.083806166,0.135525491,0.091025908,0.083655957,0.089967819
0.069085311,0.148195839,0.078110146,0.094678926,0.038850706,0.104872171
0.076565948,0.119394639,0.053889461,0.073834486,0.078566581,0.088579292
0.118629132,0.081461948,0.074625111,0.102731371,0.07636476,0.058481745
0.12337945,0.130584798,0.097864542,0.091730822,0.071132588,0.06732686
0.109028192,0.158903558,0.14751917,0.085413594,0.072377993,0.077791535
0.127986956,0.154635295,0.129643465,0.067787114,0.094273389,0.074571258
0.208242015,0.148631658,0.078704412,0.119201494,0.06479496,0.107678371
0.160963818,0.149696776,0.138840701,0.093972043,0.061449392,0.087307031
0.05829004,0.159991134,0.121435032,0.090170388,0.059741822,0.090998463
0.108252887,0.131365935,0.091173069,0.082042894,0.058925285,0.086996094
0.128257391,0.137756858,0.089278173,0.128435888,0.066836925,0.080645317
0.078884668,0.1236358,0.062654316,0.114823556,0.045035822,0.043493747
0.147904694,0.131381984,0.142897618,0.09409782,0.064801246,0.053615929
0.074653627,0.151638605,0.107186056,0.135678117,0.044535949,0.082586342
0.134511385,0.128851082,0.050988913,0.084389704,0.051124831,0.060330845
0.154192009,0.110570847,0.052661311,0.111607935,0.071189012,0.053912394
0.154630937,0.139531643,0.080630199,0.097950386,0.06034554,0.085391955
0.113121098,0.102518073,0.08184364,0.095078569,0.043499115,0.066665769
0.118084596,0.102133909,0.104054617,0.096696038,0.094626806,0.105697116
0.137935647,0.145817392,0.143188391,0.071640874,0.072428181,0.105505458
0.136153435,0.130077086,0.090605963,0.120110742,0.072471896,0.074647662
0.130527999,0.13670216,0.062391487,0.108297418,0.070851684,0.071758958
