var2_256_VB,var2_256_VNPC,var2_512_VB,var2_512_VNPC,var2_1024_VB,var2_1024_VNPC
0.120259199,0.135346085,0.048604332,0.089522067,0.053672016,0.094504
0.139346568,0.072418851,0.089497958,0.144951501,0.034211425,0.109093132
0.132593534,0.108421619,0.120173136,0.1257548,0.053987378,0.078853496
0.126165299,0.068975719,0.129174736,0.108778271,0.080188623,0.124574513
0.138201121,0.115665732,0.074255665,0.148083985,0.094687422,0.046021741
0.186213982,0.133096978,0.047786191,0.117364016,0.049331943,0.094864928
0.144575254,0.145729113,0.070052748,0.071271335,0.08435572,0.099616233
0.176838397,0.118173064,0.093244171,0.070173741,0.055507228,0.120811999
0.140376172,0.115960676,0.111186883,0.102644051,0.069614412,0.071021297
0.112027692,0.124628137,0.088533193,0.087136133,0.078099615,0.055413988
0.128300204,0.111520933,0.086023346,0.054485289,0.078076853,0.095888255
0.112163659,0.122629237,0.101009877,0.071808165,0.052955611,0.081243406
0.104212822,0.172550194,0.091450024,0.109055607,0.059658027,0.085095111
0.099007924,0.132671359,0.117180895,0.110547849,0.071121066,0.068460959
0.089086484,0.104181021,0.053456746,0.088201452,0.051117123,0.082150887
0.15693434,0.172031656,0.100335561,0.094589049,0.047831197,0.061069146
0.125510008,0.182356733,0.118140106,0.064687005,0.067182809,0.095667703
0.099803136,0.09622116,0.048041369,0.121288823,0.061675464,0.057568183
0.101666388,0.123089363,0.091948686,0.12093431,0.066187039,0.045993314
0.188008246,0.115171015,0.072434648,0.114115864,0.072330751,0.095247893
0.157475057,0.100196336,0.091785037,0.098006823,0.055017727,0.070704951
0.088679902,0.109947132,0.070578295,0.121739963,0.075325549,0.072452377
0.094760418,0.26410181,0.082018764,0.090102772,0.041533046,0.09378934
0.095835692,0.119234919,0.116722665,0.109947697,0.047425817,0.062308788
0.136453979,0.138191153,0.085587597,0.13043727,0.07569273,0.071475601
0.161554848,0.156542167,0.091097889,0.087834533,0.041529502,0.057792123
0.152877627,0.183997688,0.097869705,0.101537312,0.0918254,0.115344554
0.09246178,0.137771594,0.144791747,0.090729273,0.076418506,0.090110915
0.138539553,0.095839644,0.150423896,0.104152251,0.064404813,0.062852923
0.061951505,0.116824117,0.086689311,0.086760986,0.088609698,0.05509515
0.111052081,0.139092349,0.12942896,0.116961491,0.058634257,0.053460754
0.077211261,0.104998245,0.151450875,0.085586039,0.079932297,0.095751823
0.083704359,0.085890473,0.084934792,0.070318828,0.079854017,0.109535873
0.120389796,0.188699638,0.099331804,0.144539354,0.054937519,0.078445635
0.138124181,0.247681544,0.071658302,0.053699391,0.056974075,0.060175238
0.162485176,0.13369856,0.048604662,0.144549809,0.040948338,0.077180372
0.063442463,0.106731132,0.089336436,0.092779135,0.043548713,0.139740673
0.099352766,0.238793085,0.131105566,0.097225964,0.092266561,0.06142385
0.108265308,0.14289481,0.088648141,0.087949029,0.048572955,0.075719847
0.117885418,0.111566737,0.089864759,0.122355356,0.065959357,0.077780728
0.139109868,0.158349763,0.061865631,0.060882183,0.059617409,0.108044025
0.102952738,0.129679087,0.088631527,0.079611059,0.061127134,0.07757176
0.184446988,0.117041932,0.066929536,0.097119885,0.045048917,0.095499672
0.095611918,0.092862362,0.141411494,0.110472575,0.072493141,0.102531991
0.120782497,0.134236613,0.088123887,0.067927275,0.05093218,0.068567858
0.117902958,0.142817576,0.146476039,0.122928237,0.048036887,0.070515986
0.094698188,0.159001929,0.069226962,0.060185341,0.069654234,0.094430851
0.079690223,0.14170823,0.11131074,0.115467682,0.074872983,0.075004348
0.197259503,0.112092524,0.051200516,0.088544136,0.056834337,0.083943731
0.127849406,0.131417794,0.087332049,0.119838837,0.069871854,0.083108723
0.106066913,0.140991965,0.089215,0.135362352,0.055753378,0.061874695
0.110390044,0.102626197,0.097581708,0.123555928,0.063258917,0.071989167
0.122237223,0.147101329,0.063288425,0.055281719,0.068533839,0.08158066
0.135917113,0.108751653,0.095009991,0.104649664,0.081511251,0.067990767
0.112106814,0.073826117,0.062760075,0.079916756,0.043228036,0.080204288
0.101952013,0.132744539,0.120899618,0.140232824,0.054083876,0.071260629
0.111370925,0.102090915,0.081872619,0.149621349,0.042790709,0.077299271
0.131572737,0.118655498,0.087280289,0.083479483,0.072952768,0.057724315
0.109151956,0.077918901,0.049689986,0.135885513,0.063494872,0.074882899
0.13623993,0.079274631,0.093302333,0.158260949,0.063773388,0.097767738
0.116661911,0.093869087,0.04684616,0.074395868,0.063327971,0.099090747
0.150276611,0.088148871,0.109732228,0.111582665,0.056681872,0.062825434
0.096986184,0.128760505,0.069937036,0.141568281,0.085935489,0.072751375
0.097198069,0.116539394,0.090030776,0.117032378,0.062412056,0.075704757
0.121778016,0.104869083,0.139324016,0.102550027,0.075844197,0.076683078
0.136844426,0.095384139,0.093479865,0.092799042,0.052122204,0.095236414
0.183907981,0.123500769,0.140587477,0.104929279,0.083770868,0.098181671
0.063981297,0.136739242,0.067813569,0.078034275,0.092515994,0.098874096
0.134297572,0.142139209,0.085596268,0.135958319,0.058848416,0.077273356
0.10636147,0.11418463,0.082859467,0.081831845,0.06216772,0.075263989
0.081062734,0.129944874,0.064012043,0.114216778,0.062656581,0.085761901
0.112307204,0.096480655,0.114064144,0.138815188,0.079521681,0.079897184
0.079303344,0.102551934,0.121365866,0.089868185,0.044018271,0.099213136
0.161934675,0.153669899,0.058353083,0.132863061,0.080016829,0.129244375
0.140174952,0.151275657,0.088697119,0.06430174,0.048011252,0.064334344
0.116108911,0.116628461,0.113271153,0.087119843,0.063455586,0.073246775
0.082546653,0.204783282,0.103041863,0.070569095,0.057282981,0.088081695
0.102458598,0.133865327,0.1184136,0.130268834,0.068503742,0.10066424
0.175382212,0.13249753,0.055781098,0.144479106,0.076627651,0.074994621
0.10965054,0.133078034,0.114988653,0.088557314,0.081429113,0.067770917
0.095617381,0.112948883,0.075749813,0.112644187,0.085564345,0.078319
0.088644493,0.106209165,0.054472412,0.111119811,0.065761804,0.068926909
0.089611792,0.119442659,0.066605656,0.088513757,0.067863987,0.115825233
0.146679305,0.154622532,0.109548492,0.129087441,0.039875956,0.084516333
0.142890748,0.215831686,0.066281996,0.104655025,0.051273831,0.077998168
0.08844055,0.094218123,0.140514346,0.109438593,0.082306568,0.097254519
0.098524061,0.12431552,0.11978033,0.078276225,0.065265597,0.095068616
0.12285647,0.12592372,0.10556395,0.126744412,0.058778951,0.063502729
0.096321605,0.11929601,0.118077974,0.107391828,0.042550191,0.090431802
0.109136998,0.15425326,0.13339056,0.106930554,0.063200133,0.074715939
0.139538653,0.113560351,0.053996161,0.125745667,0.059860472,0.071286353
0.09310355,0.121330703,0.084861889,0.089081419,0.064394828,0.072077436
0.144948449,0.088280289,0.098570021,0.125912615,0.077582532,0.06385972
0.142371553,0.117595792,0.087422452,0.087725415,0.067251259,0.114263956
0.129116188,0.133525273,0.129716778,0.087463052,0.047265639,0.097988981
0.147598775,0.134776997,0.112540876,0.079501793,0.072842696,0.093879087
0.113998116,0.136913083,0.075270403,0.102677609,0.054813384,0.108913391
0.140097822,0.124790794,0.127453986,0.109370374,0.041700848,0.071059763
0.127156852,0.147259669,0.062060683,0.106452263,0.086002427,0.079151332
0.165972492,0.300600371,0.10237573,0.160013466,0.045413955,0.091440055
0.175311867,0.129082134,0.128598062,0.146302736,0.073986444,0.056680917
0.103048455,0.120671368,0.070205702,0.058142654,0.078661175,0.07607082
0.099081743,0.141242682,0.085656086,0.097415458,0.048921775,0.086530133
0.101962238,0.172378128,0.124806314,0.084300336,0.053211913,0.045302745
0.081983311,0.140029009,0.074656186,0.084804947,0.063245944,0.096716174
0.117825736,0.158645334,0.130491499,0.069040119,0.0707,0.083536719
0.149849432,0.119296204,0.053327605,0.098251908,0.046458322,0.100960178
0.103640684,0.136138267,0.060995036,0.129863185,0.056440832,0.065927097
0.126318767,0.106245434,0.058024572,0.106832913,0.062403415,0.070609496
0.1146068,0.092006113,0.089103092,0.075824322,0.062634794,0.095101126
0.140851997,0.118331371,0.109606777,0.098877678,0.0707215,0.095673516
0.080364109,0.101216938,0.112636837,0.05202136,0.06074179,0.074315154
0.119621095,0.105651308,0.090718603,0.12183243,0.075742758,0.103091129
0.112574055,0.148181241,0.053688839,0.115751714,0.074679639,0.078811271
0.120333185,0.098671925,0.11496689,0.119770452,0.071276782,0.062891893
0.160906841,0.086401467,0.055273414,0.088718668,0.085790688,0.061195714
0.100401044,0.107275401,0.083193602,0.119613618,0.058622124,0.096661956
0.168864742,0.133644922,0.140304681,0.071729812,0.063004927,0.078627877
0.136340505,0.117907423,0.072376845,0.14548951,0.074690283,0.081721456
0.124142033,0.115588825,0.098139406,0.057924666,0.068390553,0.06622168
0.112351449,0.131397229,0.105465542,0.094152919,0.065515791,0.086409152
0.076965779,0.112388704,0.101169612,0.096581953,0.039426163,0.085072251
0.136868953,0.113865042,0.096629503,0.112764416,0.071530077,0.072599703
0.130668213,0.137396691,0.138683472,0.115997453,0.039196132,0.080899759
0.136808736,0.123593467,0.104945402,0.10406868,0.057166747,0.081608506
0.132574391,0.136399148,0.093699995,0.103682856,0.072418246,0.101098962
0.125395211,0.142610377,0.126252114,0.087449243,0.110017062,0.093701911
0.080374666,0.139566426,0.071324485,0.196221453,0.048250703,0.082167471
0.110669195,0.12772206,0.092799537,0.071840488,0.083141282,0.068654333
0.115205004,0.130095078,0.0560146,0.120959838,0.074286905,0.062754052
0.078311906,0.157582682,0.063639731,0.115764265,0.05598071,0.12559302
0.130979481,0.102507406,0.136769124,0.111758043,0.05946513,0.086537825
0.160979939,0.117926069,0.089254033,0.101921923,0.071366924,0.080496705
0.119463917,0.122906109,0.077434671,0.110127891,0.069807386,0.084885289
0.173929374,0.109946215,0.067965282,0.094933474,0.080274922,0.091337873
0.155005956,0.091303216,0.081282914,0.130549402,0.095395545,0.075278084
0.098414525,0.136734556,0.123986055,0.074729341,0.10174339,0.071925897
0.14502549,0.09403206,0.117700593,0.103092001,0.057933872,0.075050155
0.114824829,0.165549809,0.117370721,0.113781827,0.072236162,0.089340173
0.070520973,0.123005787,0.056261504,0.091075424,0.06595907,0.115560998
0.106429067,0.122469375,0.087768688,0.109148057,0.072015656,0.126331168
0.09360473,0.145484478,0.104063532,0.118071214,0.049446418,0.091085137
0.079593729,0.108444538,0.124334725,0.107376845,0.081364729,0.071574984
0.125813389,0.122333491,0.071851442,0.069096192,0.058332386,0.092879068
0.137330834,0.121237412,0.13754805,0.100815178,0.065234625,0.06266128
0.112139815,0.167345076,0.077322601,0.072538328,0.067206181,0.076239159
0.06009867,0.167488247,0.123878353,0.100493374,0.052741731,0.075490161
0.136482627,0.160182243,0.081807588,0.087489103,0.090350365,0.083283971
0.107691276,0.121304402,0.116252334,0.143666653,0.074813677,0.098280125
0.139726398,0.150583133,0.129814568,0.092410855,0.062477426,0.056117782
0.12629437,0.069060626,0.11486012,0.082465492,0.045745212,0.07941951
0.119014373,0.130234558,0.066192888,0.09150765,0.088107922,0.084296109
0.117551416,0.152068422,0.087608716,0.087499474,0.087810934,0.079557292
0.080684236,0.109751579,0.052457692,0.08175752,0.043728643,0.096161129
0.111585947,0.143269564,0.058224983,0.142429712,0.082967446,0.078872797
0.118470462,0.192622294,0.09963379,0.182154718,0.046558971,0.058337564
0.080760366,0.087405571,0.157743721,0.106675189,0.079890172,0.101430325
0.123670862,0.104854984,0.069834729,0.10949327,0.028867446,0.068814603
0.138820076,0.129812748,0.082471414,0.083241267,0.059508264,0.067865703
0.120482091,0.147055997,0.070339356,0.072973119,0.057891875,0.125531475
0.120862556,0.094431229,0.115896121,0.081753472,0.059771124,0.102922433
0.115761675,0.116360559,0.149662872,0.101329214,0.061900362,0.07637252
0.075594878,0.164849767,0.083778404,0.096530053,0.057638199,0.118298688
0.108078365,0.112061185,0.130000279,0.112391196,0.064626996,0.07945662
0.15316396,0.074334117,0.068779125,0.138300576,0.041219721,0.088637263
0.116091043,0.124123462,0.091215312,0.164094039,0.059288449,0.072275268
0.116344593,0.136047518,0.073272133,0.114293989,0.066675217,0.078243644
0.052381023,0.101614439,0.081356943,0.099181636,0.066021428,0.073147661
0.141377682,0.144234678,0.142718192,0.106059843,0.087930444,0.083944186
0.141928029,0.153503295,0.057210801,0.134804968,0.059902917,0.090093991
0.12263889,0.104874411,0.112410454,0.076924662,0.096967772,0.085156974
0.135428957,0.140966275,0.131643163,0.067128418,0.048093939,0.078698365
0.121034728,0.116701856,0.070576499,0.094072165,0.060149447,0.09805449
0.113122096,0.112360252,0.108702027,0.084430405,0.063136798,0.057463817
0.128982616,0.08812388,0.042484233,0.068772215,0.055105969,0.075038024
0.076842795,0.090130762,0.120145703,0.096923097,0.063380952,0.092197336
0.128418528,0.105197946,0.112433616,0.060082594,0.076318964,0.0580895
0.122515959,0.129138481,0.110950385,0.102267399,0.064826551,0.062883809
0.161411716,0.098143352,0.10948989,0.126869189,0.046372699,0.068845239
0.094203598,0.146055271,0.115384234,0.072705444,0.070139271,0.070070141
0.185473528,0.10239548,0.102371639,0.13475017,0.048036282,0.099077755
0.148813582,0.11541657,0.081707609,0.072061091,0.046005252,0.094272143
0.14544982,0.129874249,0.083536637,0.094251235,0.090971607,0.089353898
0.133169051,0.117211872,0.072248758,0.101876832,0.068924172,0.075767538
0.118080261,0.124386666,0.087996843,0.113073722,0.057278902,0.073956787
0.108525343,0.13492377,0.06913205,0.09231528,0.064417371,0.084909549
0.15070469,0.151847535,0.054384521,0.108330447,0.056991086,0.070139657
0.125167686,0.106259083,0.064382837,0.087180444,0.099715142,0.063324764
0.119413694,0.127712079,0.106853715,0.126578196,0.073506225,0.100227705
0.113228336,0.160166119,0.077787836,0.090962571,0.122496636,0.070448042
0.143747587,0.122365609,0.069103304,0.05574695,0.057718948,0.070025853
0.177578247,0.099704652,0.048124561,0.10162385,0.058272636,0.095501937
0.12764149,0.12959531,0.088011269,0.09841868,0.074998424,0.070876773
0.124284226,0.119941152,0.062304129,0.121084611,0.048344079,0.08953113
0.180962484,0.10063601,0.054461012,0.199545297,0.060255142,0.089690394
0.112182405,0.138057311,0.129173839,0.103698794,0.09835616,0.094819302
0.1312758,0.136896412,0.119274744,0.077885739,0.044857513,0.112696645
0.103109762,0.096809953,0.082524475,0.164897771,0.057635939,0.091610217
0.0635487,0.109394159,0.106285669,0.143023569,0.078582192,0.083354671
0.060570575,0.125903515,0.113613488,0.106389995,0.070974535,0.088046822
0.093029625,0.166941525,0.119027364,0.173028371,0.060546334,0.122861342
0.109875326,0.090322643,0.058160522,0.076272503,0.088668553,0.107196714
0.14809104,0.179004018,0.073947363,0.114360569,0.043448813,0.090836441
0.101175475,0.078640214,0.076791362,0.122167344,0.070001695,0.078522617
0.130853215,0.095393264,0.059201521,0.11153516,0.059989605,0.074438398
0.115341526,0.08486992,0.09862846,0.129934254,0.054174835,0.087751223
0.110196167,0.137115177,0.111982965,0.049140665,0.061902693,0.100534579
0.145286333,0.100693244,0.060732712,0.094857919,0.054150896,0.076368497
0.091411535,0.143763779,0.115802389,0.103164758,0.074073611,0.068954078
0.108525092,0.120684928,0.085359314,0.10476208,0.048328551,0.120039944
0.047765552,0.108260537,0.074681599,0.109695288,0.077064901,0.088539636
0.084408528,0.149163452,0.089818419,0.101255217,0.033962602,0.099026952
0.149115253,0.133781696,0.130681907,0.115237649,0.103231363,0.090021252
0.101768984,0.113048905,0.067094353,0.133907187,0.080434258,0.072181902
0.122090258,0.128767173,0.072561416,0.101770655,0.094343855,0.098056152
0.105059601,0.09037008,0.094961741,0.120067893,0.098965997,0.077667795
0.129204792,0.102265874,0.114388505,0.098775832,0.065986414,0.057917368
0.104787256,0.106780099,0.082269213,0.086047237,0.078727789,0.08945723
0.101875397,0.158157737,0.040541271,0.102251713,0.093796782,0.102883865
0.166243291,0.148714759,0.074616799,0.151925512,0.08158672,0.08700804
0.154394758,0.106179567,0.134386724,0.094188056,0.058702213,0.077039146
0.103031263,0.132522701,0.055132161,0.110307064,0.053403545,0.098836003
0.112971874,0.100568506,0.118329063,0.082312648,0.095917455,0.095679064
0.133717212,0.123434673,0.039314104,0.125764102,0.058793576,0.074472862
