var2_256_SGVB,var2_256_VNPC,var2_512_SGVB,var2_512_VNPC,var2_1024_SGVB,var2_1024_VNPC
314.5797315,5087.043879,406.2515333,9220.304462,342.6372507,14749.72917
341.5449195,5125.317716,338.8428924,8275.607496,350.9344854,17490.86883
282.9310141,4943.930209,309.0865934,8595.460457,355.2893095,20613.57177
257.779134,6099.129049,285.629231,8191.095493,334.7004139,16219.15505
285.6843362,5343.293449,279.5015512,8007.535678,306.2432027,17994.60117
331.7808282,5900.6766,295.3918028,8282.578135,359.8849556,18041.79626
270.3274922,7403.704245,284.3325989,8289.491224,322.9838488,20503.05806
332.2767017,7288.886974,330.4098837,11315.99421,314.3659389,18893.14667
333.2601144,4974.206414,288.574409,9228.660501,353.5146499,18094.72824
279.6485887,4688.932677,370.5293775,10394.74429,397.5131752,14777.39183
333.0135121,5312.449818,412.8581932,10105.29629,337.7893183,14610.94144
287.114785,5638.163518,298.6546173,8450.606362,351.9497149,19342.81958
331.950856,5394.73705,287.8562686,14485.06745,350.1850464,20494.45861
333.7770681,5001.186657,311.658462,12087.36259,303.4025791,19607.44898
289.6361415,5347.019881,278.2545974,9275.088137,353.1164238,18461.09895
280.6629508,4761.985832,287.4624586,9604.351794,340.8174262,20146.58927
263.4061713,6297.143437,284.5138948,10210.98917,474.7485397,21457.89857
272.7373388,5520.093654,277.7836707,10242.44746,354.6603894,14942.53156
270.335928,5010.466182,291.3308139,11083.12289,353.9529674,19753.57476
335.78162,4831.612123,299.2514029,9505.87066,401.0726647,14367.70956
264.3329818,4887.10737,390.4879467,10402.42588,475.1614416,22967.30894
264.9876418,4995.571254,295.9852235,13149.13351,362.1884007,14423.50788
340.2704575,7886.025401,285.0526078,8635.935904,353.6558218,14304.69349
325.3887396,6401.725261,336.6744215,8046.815334,349.5486815,19787.81457
266.0938003,5060.88191,281.0524361,10694.34595,457.5465271,17831.84023
276.414145,5766.482266,341.7659881,10599.01515,367.9232185,14227.59199
328.6391499,5038.67019,307.1920331,8447.456194,359.6180887,17495.18252
336.7415421,4769.597132,288.6850338,19196.0246,356.2056737,19775.48244
325.7646499,5768.454327,286.1294253,9566.972316,316.3332739,18895.31219
281.6273801,5055.013129,328.2382023,11560.56096,359.4517336,14588.42127
264.9280169,5192.221029,281.3772726,11414.26059,316.8182406,17599.58931
350.1460087,5290.227924,280.8903072,9506.939769,443.4599116,20735.84815
270.6828687,5402.432938,283.4513824,9308.62089,327.3562284,15298.75133
