vma1_256_VB,vma1_256_VNPC,vma1_512_VB,vma1_512_VNPC,vma1_1024_VB,vma1_1024_VNPC
0.102206773,0.108738988,0.139534797,0.088915779,0.082499054,0.059437355
0.190264499,0.100796508,0.075133496,0.113150556,0.069595121,0.064744693
0.163582147,0.086519124,0.100967976,0.121938936,0.081101404,0.038488282
0.127473918,0.110762962,0.074715128,0.036895488,0.071496755,0.064778641
0.112468644,0.060049606,0.062826786,0.062950329,0.077015659,0.055179379
0.088549115,0.134009079,0.161858811,0.067681345,0.058980603,0.05154867
0.126698976,0.073570781,0.116535156,0.113122953,0.058860666,0.056446416
0.18040066,0.175873686,0.09077449,0.063815606,0.073509703,0.043813228
0.103845495,0.094134631,0.064393798,0.070547963,0.108455054,0.062519068
0.106511048,0.109555426,0.106220398,0.096727555,0.066455337,0.081979764
0.097366714,0.065920638,0.113375489,0.072118217,0.054024446,0.046628139
0.127684215,0.078685877,0.1688602,0.086159074,0.065923413,0.080052998
0.158041769,0.107110656,0.094879433,0.04626123,0.061048558,0.082389209
0.138831567,0.150318794,0.10764848,0.078639598,0.079309237,0.044762301
0.21808435,0.113653917,0.073844662,0.070252301,0.072675168,0.062084212
0.142675596,0.138778653,0.073835987,0.070447561,0.067290342,0.046556292
0.11941585,0.12478373,0.129684957,0.066473495,0.073656716,0.049188246
0.204333624,0.086129483,0.136106429,0.066958552,0.086651145,0.085265738
0.098988252,0.067389443,0.080975699,0.089409511,0.061340092,0.099308098
0.108042911,0.07945296,0.090554332,0.076169496,0.10953131,0.074521314
0.133392286,0.066852192,0.090964155,0.092853329,0.049471641,0.066298642
0.1438775,0.233245762,0.056923518,0.06833742,0.080604931,0.04342535
0.239461675,0.09756368,0.137062484,0.054138933,0.050421144,0.119864736
0.185563451,0.066838174,0.094279442,0.077227255,0.083224663,0.060013262
0.144891709,0.066196321,0.077263111,0.090026752,0.062496045,0.048576474
0.124504681,0.089398721,0.113833576,0.085848227,0.085068401,0.068604408
0.182014191,0.117511581,0.083018719,0.039821485,0.069354656,0.036645662
0.139417695,0.055569566,0.074939902,0.078711514,0.054326092,0.057851523
0.071367872,0.064758697,0.121777036,0.083678825,0.111645902,0.054956319
0.137797615,0.145591969,0.07238178,0.101862497,0.060763448,0.08135285
0.095708944,0.107849711,0.082009836,0.088113666,0.101437294,0.039433657
0.182425661,0.074981979,0.117414889,0.101782033,0.032980465,0.070616643
0.100185842,0.067825172,0.075256673,0.052057061,0.06860959,0.083803387
0.138573612,0.080144793,0.093665297,0.088826318,0.095630634,0.043134982
0.120391386,0.093653506,0.16316105,0.04984541,0.077815518,0.059811607
0.06740102,0.10047273,0.146979386,0.053302939,0.059655305,0.051304039
0.117758498,0.085809924,0.100129096,0.060731125,0.059997774,0.037630032
0.168772436,0.087311276,0.114601981,0.077374436,0.061086153,0.055649241
0.161022064,0.063021641,0.066149529,0.093645332,0.074400322,0.062288879
0.15705795,0.112793939,0.148122525,0.075016293,0.124599642,0.039641525
0.159026455,0.086451777,0.087205888,0.091680223,0.079991739,0.062078364
0.065925984,0.131282868,0.116089532,0.059301366,0.043083295,0.070799174
0.147903919,0.220019083,0.212050936,0.053753885,0.069073825,0.07964025
0.200134659,0.069770878,0.11804192,0.083222775,0.094241074,0.068618427
0.132718937,0.057559777,0.051950295,0.125676093,0.070974267,0.059214787
0.107072199,0.075222644,0.145682654,0.077314702,0.047794235,0.062639644
0.100783922,0.087047568,0.138706591,0.065650694,0.049502901,0.092936576
0.094521567,0.142693004,0.109025658,0.083246568,0.064405275,0.057507412
0.081429754,0.125663064,0.077831302,0.060110128,0.044246711,0.054168667
0.087491761,0.045998269,0.076833662,0.082163676,0.067712104,0.06505209
0.11419338,0.080731503,0.089053729,0.063724497,0.064421329,0.067092399
0.132817176,0.122986792,0.129851729,0.075002899,0.105371772,0.058276048
0.15694354,0.124194383,0.079787827,0.070784917,0.096150603,0.050248687
0.163675911,0.117937861,0.152262362,0.071530806,0.093327767,0.054193143
0.224801447,0.112799903,0.139380633,0.084637153,0.064190558,0.098732624
0.127083036,0.074088467,0.08696605,0.079086242,0.091187487,0.036826716
0.097912061,0.089991932,0.084800432,0.093253938,0.065863397,0.065843852
0.113212194,0.111346814,0.117343466,0.055162303,0.100146688,0.052688451
0.116321114,0.091834716,0.113389478,0.116010818,0.044547523,0.047927054
0.181261516,0.155165576,0.141772549,0.062868993,0.075122929,0.051948665
0.088639656,0.070126987,0.088135043,0.037514413,0.096086214,0.06207164
0.204842251,0.120380775,0.104620085,0.07894049,0.063908947,0.063927669
0.110699411,0.125107899,0.117545227,0.063287833,0.067247299,0.058777185
0.091721057,0.076479387,0.081100794,0.054926043,0.064110764,0.075842353
0.096858722,0.095276174,0.123339299,0.095471324,0.052962226,0.045580181
0.11000104,0.081314378,0.14541826,0.094372506,0.052751701,0.057005877
0.20199813,0.080900521,0.060895425,0.103679282,0.063627538,0.060115826
0.101526591,0.095349521,0.131915522,0.105335141,0.056732727,0.061802344
0.161406671,0.126552788,0.120874703,0.060400513,0.070641557,0.065814227
0.174920092,0.098579269,0.086467295,0.060720714,0.05924485,0.073606537
0.152205572,0.070996774,0.105091663,0.07487762,0.084284269,0.039081704
0.139504254,0.091160787,0.107581815,0.050414527,0.082042558,0.064766243
0.22039387,0.06007133,0.112518557,0.050832421,0.053630385,0.054787383
0.115213184,0.136179662,0.08956053,0.078176512,0.059887215,0.059938148
0.094470794,0.079617234,0.066586499,0.083208709,0.103667995,0.066475191
0.085502347,0.05066409,0.094269411,0.052231719,0.097475449,0.056241378
0.108370778,0.114926388,0.090523479,0.064638528,0.068203504,0.037797264
0.141720407,0.10783132,0.124070084,0.089797703,0.048556494,0.064975329
0.136508169,0.066407218,0.132950384,0.057249456,0.108990886,0.041505009
0.137353856,0.067741752,0.081714112,0.118436058,0.07996332,0.044507344
0.150189452,0.113516357,0.072654677,0.061765611,0.050872479,0.053111591
0.124903273,0.101155631,0.101059466,0.082202117,0.097374049,0.05377755
0.121579909,0.062759017,0.127583346,0.076918386,0.080471226,0.043972888
0.181724999,0.113072922,0.130048908,0.115737297,0.098667931,0.045640758
0.154139677,0.133862247,0.077279584,0.115886322,0.051273437,0.080870451
0.122637396,0.079490788,0.069277333,0.073856043,0.057165062,0.068434278
0.146714355,0.059083269,0.090331753,0.068598699,0.068704607,0.06384984
0.072680839,0.097286102,0.070622206,0.120372749,0.066777217,0.033621287
0.145655417,0.14175728,0.104912391,0.051697183,0.071721185,0.041371235
0.131077229,0.113730426,0.086147072,0.079465909,0.059615552,0.04582282
0.114814525,0.153317419,0.090841819,0.068700858,0.074537765,0.035117721
0.375357421,0.175879238,0.080255026,0.059383637,0.051694524,0.045969749
0.115344589,0.076741483,0.108148917,0.09722257,0.053924679,0.066458093
0.204425313,0.078977245,0.084003813,0.055728801,0.078967104,0.04743329
0.061123544,0.100953073,0.117539211,0.063313841,0.060134944,0.064931104
0.155850883,0.079083111,0.067271905,0.057948367,0.09439271,0.049190472
0.171727048,0.059289398,0.095133154,0.042433786,0.045883771,0.089974657
0.19413175,0.064749711,0.086038217,0.10091531,0.063330245,0.093864878
0.165718936,0.114141212,0.099398201,0.064087437,0.083517044,0.049949797
0.160111733,0.114035584,0.088200786,0.058792164,0.072311835,0.075539417
0.206720509,0.093504895,0.079966948,0.080255419,0.058458911,0.044420443
0.121201546,0.079131265,0.092453943,0.068805291,0.06166092,0.060058717
0.169762271,0.073271979,0.105836912,0.041805193,0.070508094,0.044134739
0.129738026,0.058181273,0.075489764,0.074477988,0.0599432,0.053864266
0.077645454,0.13273381,0.080292032,0.065172363,0.042584189,0.039390446
0.108396287,0.110014131,0.156844879,0.067281197,0.060792216,0.063484069
0.129337601,0.066143216,0.128870101,0.092219974,0.10232842,0.082430555
0.131857724,0.075766592,0.132653529,0.075326871,0.097576388,0.046667408
0.11410958,0.054021776,0.099852283,0.073513372,0.094678869,0.060399264
0.124320268,0.118419341,0.151621801,0.049187581,0.072311264,0.063201248
0.118203315,0.136506006,0.083901397,0.111127972,0.051979437,0.125823303
0.200012297,0.091311454,0.124250366,0.099130533,0.081371522,0.066805683
0.170705873,0.156665485,0.081520921,0.130596718,0.078443698,0.073686645
0.120210052,0.106916328,0.11907595,0.063552506,0.118255892,0.059931843
0.120830789,0.144198383,0.083141102,0.076708299,0.042540474,0.060118441
0.238666596,0.107577252,0.092260815,0.114218366,0.086164573,0.078807359
0.084975392,0.046949966,0.123821334,0.084179075,0.101618725,0.072820754
