vma1_256_VB,vma1_256_VNPC,vma1_512_VB,vma1_512_VNPC,vma1_1024_VB,vma1_1024_VNPC
0.229589401,0.105917482,0.102337634,0.077390298,0.051850203,0.056184661
0.108560128,0.095510605,0.062245755,0.06270316,0.097346378,0.064623915
0.130704858,0.066445722,0.080849297,0.072211451,0.087857609,0.065790125
0.145443826,0.103948754,0.150850725,0.066356413,0.092169841,0.064150924
0.182039254,0.108119499,0.139813525,0.105097147,0.055148985,0.060202345
0.098206316,0.089061602,0.06945071,0.075939098,0.059324469,0.064846209
0.067366114,0.140403214,0.085021225,0.057294365,0.075502331,0.083288717
0.111689055,0.139321192,0.085288001,0.079941544,0.10537272,0.074985914
0.081679714,0.140855732,0.164079177,0.072863685,0.043739809,0.05592545
0.208619197,0.125731842,0.082156753,0.066190168,0.069710151,0.079653447
0.133637475,0.140436233,0.148340316,0.082765065,0.092072765,0.076376648
0.076054942,0.215851481,0.10865202,0.065818238,0.042409187,0.056902678
0.230197824,0.114497028,0.134437132,0.072184081,0.081858745,0.072331083
0.123546062,0.103407623,0.083064745,0.091936567,0.052047645,0.047887178
0.129791839,0.164704837,0.087265555,0.053216489,0.084159679,0.078352984
0.138129409,0.068497614,0.098641046,0.092544646,0.056500567,0.104158612
0.14041932,0.053866132,0.099286149,0.059882141,0.060867858,0.060929281
0.114960464,0.072481994,0.066180319,0.072029116,0.063094806,0.069651451
0.118590738,0.143976253,0.078070451,0.105377862,0.05564683,0.073109115
0.080305633,0.107417695,0.07268267,0.080485543,0.082208039,0.05892047
0.143019578,0.144712112,0.119752991,0.061382088,0.069188732,0.079535006
0.180890952,0.091572985,0.073378622,0.059825903,0.052895436,0.078834274
0.120103173,0.075827414,0.073610851,0.097885753,0.082939154,0.060722511
0.09236978,0.157449077,0.114756165,0.08217827,0.074306695,0.071691191
0.209202128,0.061882408,0.094661521,0.064913889,0.064018125,0.049136195
0.214442292,0.081053572,0.100101074,0.061550633,0.067951785,0.062364591
0.094971477,0.097748166,0.063156425,0.029860662,0.064704126,0.056973013
0.130667071,0.160643092,0.061727276,0.072669116,0.081334862,0.081856088
0.20287628,0.13218929,0.101784081,0.065636109,0.07081739,0.066441646
0.190276555,0.084902658,0.184011005,0.047772633,0.068832396,0.058632708
0.120941228,0.11376552,0.095722942,0.080574866,0.049134809,0.046428188
0.10115796,0.047673353,0.091995826,0.101829977,0.073426546,0.046428089
0.19708727,0.158799111,0.199383266,0.093264794,0.065050175,0.05749785
0.138720951,0.044835879,0.141422916,0.047781994,0.050541055,0.052898443
0.096517113,0.115295531,0.123853841,0.072171781,0.085256537,0.053862364
0.176997681,0.112395318,0.124892553,0.051623983,0.070171096,0.058872815
0.118064134,0.078239477,0.111495967,0.075688303,0.04194127,0.08063815
0.093972356,0.095655911,0.127760159,0.065221946,0.073014835,0.044487791
0.219039708,0.100307719,0.081773404,0.065038539,0.056742376,0.058799203
0.086012105,0.101083871,0.131159057,0.110486089,0.067921384,0.05057445
0.157575406,0.138567315,0.119259123,0.09558731,0.059223795,0.083251665
0.145822944,0.078843185,0.070941067,0.087063974,0.067688547,0.063345618
0.150908386,0.117641203,0.182976987,0.101179488,0.056157309,0.057571952
0.110254223,0.110057801,0.090941821,0.060262567,0.06242171,0.051615009
0.138695253,0.054322403,0.116639544,0.083215743,0.061927359,0.077164374
0.124430201,0.092738613,0.088107943,0.098730945,0.059849886,0.039785211
0.100686266,0.098509307,0.161751566,0.046674996,0.061127418,0.054854486
0.165124405,0.06934421,0.140731097,0.102872543,0.060436274,0.032812179
0.110305832,0.152011757,0.078369394,0.069668842,0.106483903,0.046076279
0.101646537,0.105067646,0.093516179,0.077432056,0.105954418,0.083436453
0.119326093,0.078254882,0.083710461,0.059793299,0.071526164,0.059449057
0.137669244,0.106263689,0.114580856,0.045775596,0.098255182,0.080002389
0.097536363,0.098042991,0.158450812,0.074193543,0.048987667,0.060025552
0.150006895,0.140037648,0.102434531,0.06408673,0.086403044,0.06116027
0.129120594,0.148156507,0.175441726,0.073973208,0.09969035,0.073151697
0.12040197,0.105743201,0.148630026,0.048908695,0.094452428,0.041247658
0.145524123,0.123640209,0.126500867,0.09931842,0.049646879,0.07919933
0.150849114,0.053120211,0.130889931,0.066748876,0.069508962,0.05240614
0.209102569,0.103693399,0.098139103,0.07131333,0.063725942,0.080567137
0.096357656,0.150072453,0.094871723,0.070511104,0.065620423,0.04094607
0.12679474,0.144342899,0.105012438,0.056371278,0.06827347,0.057177076
0.120890286,0.093084354,0.178395305,0.062120555,0.062091912,0.056143476
0.174246992,0.1059061,0.108230511,0.078624717,0.080262139,0.062304053
0.17605387,0.127697364,0.097206282,0.038749085,0.070633294,0.086326417
0.113412784,0.090165773,0.093352055,0.041043409,0.050106516,0.069295088
0.111109335,0.085298912,0.155420395,0.054535953,0.061462045,0.068177305
0.138712978,0.094086048,0.099287917,0.040714661,0.052143497,0.042403193
0.172772565,0.098522686,0.124112924,0.091666452,0.100914421,0.057444849
0.137479116,0.113272563,0.098724491,0.11127432,0.069048538,0.060703071
0.093674048,0.108122848,0.133507502,0.083100079,0.05883412,0.044349234
0.110649643,0.10691399,0.110332452,0.087008015,0.033971628,0.096267256
0.084964827,0.160030023,0.091236504,0.079704273,0.081229832,0.051304335
0.119412811,0.116013068,0.13797756,0.057642533,0.046670391,0.054389212
0.151417744,0.07690808,0.125957113,0.074655214,0.076123982,0.070433235
0.097153881,0.127598947,0.086443963,0.147114302,0.051789283,0.051331977
0.193594927,0.146185569,0.077628714,0.13531624,0.076135169,0.044342238
0.210887505,0.059159014,0.091459674,0.076159389,0.072174332,0.074740552
0.183990533,0.086621656,0.101257109,0.050576322,0.070201179,0.053916218
0.172819515,0.154496483,0.083993279,0.06851057,0.118620294,0.043402364
0.10219536,0.044148754,0.0782649,0.071017143,0.062279637,0.085659788
0.16311911,0.083956511,0.12422178,0.078878694,0.064788197,0.076784419
0.131412252,0.104516228,0.104281524,0.076597494,0.062185326,0.091124869
0.182831053,0.051427829,0.077960278,0.070934279,0.054635537,0.051699914
0.168389645,0.072286651,0.129334046,0.095066881,0.05257333,0.061724398
0.175987008,0.088970288,0.075046773,0.051339689,0.075946092,0.074032687
0.09578228,0.199130412,0.076227416,0.051229259,0.044806979,0.05909964
0.114084389,0.086306119,0.125731772,0.073386277,0.053255803,0.052391731
0.085109644,0.077105294,0.084942777,0.065269225,0.060770283,0.058174403
0.276229691,0.068492899,0.071762319,0.051962578,0.056246569,0.064376349
0.171079559,0.110245738,0.074100889,0.076974147,0.060615005,0.058954834
0.07091912,0.095220891,0.123793105,0.090316005,0.07074684,0.042622493
0.088947618,0.122410801,0.128127605,0.057072203,0.078584117,0.054063574
0.118778744,0.133983639,0.096504065,0.06019197,0.067651175,0.059911425
0.162738777,0.141548028,0.073187624,0.100047984,0.060128098,0.057134326
0.069345471,0.100953816,0.079387318,0.097743873,0.097025488,0.057412531
0.203238919,0.087384074,0.102156595,0.109929921,0.053285209,0.062969337
0.095828243,0.097446114,0.166053439,0.09275877,0.072727971,0.064950722
0.090041178,0.116108669,0.102014045,0.06287813,0.082304834,0.042780098
0.135630962,0.069930903,0.088817226,0.045791799,0.072703015,0.037204583
0.125135669,0.078938752,0.072656678,0.047786419,0.051532343,0.083834785
0.117588487,0.113315124,0.068241525,0.032319329,0.058261325,0.065685863
0.218841105,0.0882812,0.053672919,0.105850485,0.079856336,0.095724117
0.197336922,0.156933672,0.098010373,0.097706103,0.092102894,0.051720146
0.104514254,0.158266633,0.134873433,0.075732425,0.047078525,0.054428684
0.142100023,0.080552628,0.098682993,0.068892931,0.067270478,0.048584464
0.170623097,0.07393399,0.073857656,0.062436474,0.082337889,0.04854853
0.165158391,0.091238124,0.14452909,0.03875789,0.103261051,0.080531917
0.268714119,0.057751202,0.127905288,0.050509434,0.050088765,0.029426757
0.123381234,0.085617636,0.114769082,0.09494924,0.068896058,0.06444094
0.113276783,0.132954639,0.078669004,0.100844571,0.050142015,0.065640355
0.154157268,0.139723792,0.087039213,0.074370835,0.044193632,0.065504769
0.169781168,0.111930291,0.082500619,0.048556197,0.060753421,0.070536328
0.132113351,0.060557166,0.155650371,0.068256193,0.059754918,0.043420941
0.115368809,0.129487373,0.121847206,0.045800408,0.064391356,0.096361419
0.142181574,0.11676679,0.079690457,0.059264196,0.082528934,0.042066005
0.104322933,0.058516108,0.083634592,0.097662026,0.054865459,0.05794576
0.107581223,0.046832841,0.081791818,0.086441668,0.098640023,0.03241355
0.214109199,0.072043326,0.122247561,0.069315228,0.057904074,0.075069329
0.111357112,0.119680134,0.074787707,0.066408815,0.052992072,0.084717077
0.169098826,0.105677251,0.082982342,0.081926233,0.05381181,0.05577979
0.128051022,0.061271227,0.155316617,0.052699149,0.07956494,0.071324099
0.170445168,0.044697454,0.11762143,0.052856433,0.101594344,0.070898984
0.092413149,0.140826236,0.098208642,0.071030007,0.047051924,0.050803231
0.124657961,0.081167094,0.07774151,0.076431997,0.030973496,0.040472077
0.109324488,0.106778689,0.12622102,0.069093693,0.092393341,0.051003405
0.137974512,0.184388237,0.126315634,0.047228601,0.056015284,0.05236832
0.110026604,0.122161289,0.081827029,0.057277888,0.069869224,0.055724659
0.110907296,0.116770806,0.120293981,0.083720795,0.062134022,0.040977692
0.151520651,0.127935532,0.113337241,0.051249902,0.10183326,0.077826807
0.105289166,0.100643916,0.201916614,0.101463393,0.059785291,0.058579113
0.106527341,0.051212499,0.100633185,0.077226838,0.078469879,0.069871561
0.076762664,0.057513024,0.088673062,0.074022853,0.091423058,0.031472768
0.145420469,0.063303584,0.061776488,0.067567594,0.056988858,0.046383406
0.115644491,0.107287897,0.101574225,0.076098598,0.041458957,0.042733998
0.119199719,0.073383267,0.089631186,0.07218999,0.060106104,0.057514914
0.134184617,0.080758685,0.095597493,0.162018711,0.140802452,0.05155367
0.097198859,0.091493181,0.100473128,0.085744875,0.056071084,0.05222781
0.107608858,0.090319316,0.10076231,0.08815922,0.045481831,0.072503405
0.105432683,0.076379515,0.147562156,0.080835822,0.084222449,0.06910665
0.166419201,0.09616448,0.10322052,0.079964822,0.087369513,0.057482922
0.104798699,0.101631245,0.150354762,0.091638298,0.068982233,0.067170434
0.129154781,0.080825702,0.132342203,0.098604749,0.075686043,0.053619005
0.162058294,0.0728274,0.095119083,0.070204116,0.072858156,0.068127518
0.150846374,0.115144188,0.086655262,0.062662505,0.039788265,0.063976302
0.109357455,0.079336096,0.107158397,0.055235654,0.068676482,0.051999256
0.193057257,0.116493064,0.094370012,0.087237378,0.082824956,0.053904477
0.20310142,0.18339793,0.108274326,0.080844548,0.067221891,0.049490549
0.128719243,0.110460958,0.123902646,0.078389396,0.078008548,0.061822397
0.147966349,0.081813586,0.072914512,0.077985493,0.073928611,0.064743716
0.212537841,0.07184835,0.088245842,0.066696887,0.080987155,0.065604187
0.124410722,0.08126031,0.090588129,0.102896391,0.061373959,0.064566606
0.146835805,0.111548855,0.18647796,0.049561239,0.067835753,0.067345122
0.181873317,0.111469504,0.08229778,0.093716328,0.070407155,0.051732523
0.11435567,0.037016628,0.114419037,0.061321153,0.045232563,0.078813468
0.168369205,0.061576312,0.138752543,0.05480089,0.076281257,0.054967969
0.18235508,0.0765939,0.095993397,0.074603411,0.084880159,0.058873351
0.069799424,0.068070454,0.163132151,0.069978595,0.087505512,0.07110171
0.124491524,0.139824248,0.136333128,0.045716594,0.0539289,0.114108732
0.154480363,0.107702206,0.157143319,0.110851052,0.05643592,0.05273852
0.137349697,0.053561979,0.085131635,0.065487324,0.082771396,0.070387692
0.0811677,0.093803868,0.140083422,0.085610404,0.064735515,0.054478528
0.151739349,0.06904747,0.116651044,0.154491983,0.056860786,0.064213022
0.13200834,0.095621057,0.135537887,0.088204462,0.075576816,0.036516633
0.105772818,0.06143745,0.120496787,0.081091934,0.060054685,0.054913087
0.135263181,0.060031642,0.083771177,0.045772912,0.06544517,0.072832164
0.08678244,0.1832594,0.12918792,0.082324285,0.091596317,0.073474646
0.106914626,0.112097473,0.11112786,0.098489182,0.073331491,0.048209607
0.13493504,0.087633613,0.115218217,0.06830173,0.04817454,0.035753282
0.13461339,0.136767522,0.130437102,0.102315372,0.079708953,0.032316507
0.102514995,0.061609218,0.11937475,0.085197503,0.063525447,0.100813894
0.130480606,0.116705112,0.119243386,0.067924848,0.070221388,0.072864865
0.082962424,0.109383842,0.129164042,0.073681495,0.060589509,0.052405208
0.125453393,0.170027072,0.100885825,0.046364704,0.055506081,0.051329306
0.197101737,0.128883515,0.114759796,0.074615656,0.044782047,0.04273401
0.148242128,0.092482678,0.144615438,0.079910076,0.079784307,0.051131195
0.094206699,0.103506247,0.12305011,0.088164953,0.066409256,0.089142317
0.174145682,0.093234947,0.130421999,0.035454853,0.066530306,0.070176679
0.109797203,0.112350777,0.109344716,0.084119894,0.050460282,0.056280949
0.177984041,0.12411967,0.070273405,0.084589078,0.088229622,0.069058763
0.072501026,0.127623041,0.057546394,0.043802376,0.048698556,0.060628874
0.147602366,0.047069977,0.084088167,0.0594199,0.062394913,0.067818119
0.105579447,0.105074087,0.074387995,0.088537995,0.066544608,0.059815087
0.124410113,0.11691891,0.138320764,0.123480713,0.085354108,0.059834821
0.140132301,0.092414914,0.156522018,0.086224585,0.066036424,0.053179083
0.156897677,0.173022262,0.139110355,0.08395937,0.064590482,0.064303185
0.08592628,0.13938624,0.114005394,0.062992425,0.073515744,0.076088839
0.167844541,0.116502633,0.114444366,0.07771535,0.061149399,0.052281101
0.187615528,0.083789324,0.134790975,0.102696631,0.078876846,0.058128345
0.178603675,0.121867717,0.128598097,0.067967893,0.074785453,0.066018704
0.092275479,0.10836563,0.060951868,0.073333397,0.052615721,0.045328582
0.10153239,0.118956798,0.080225198,0.06201506,0.068131015,0.057089308
0.113264956,0.093753681,0.089231427,0.099014301,0.05201896,0.045970627
0.142091343,0.119799054,0.137683382,0.08046522,0.043464716,0.085343723
0.101050212,0.121838075,0.080683737,0.052064554,0.10254875,0.079141534
0.106160202,0.073751338,0.119085508,0.066009338,0.05460751,0.042475528
0.089856186,0.117706169,0.08279286,0.064817421,0.073823043,0.071857811
0.144836325,0.092050295,0.068529296,0.063396331,0.054697331,0.044970923
0.087063236,0.346471111,0.129204513,0.045751213,0.059208835,0.070210229
0.087444715,0.080815354,0.069302631,0.133560515,0.061904502,0.067874605
0.105565308,0.056590228,0.153433933,0.085365328,0.039702108,0.069251981
0.0966795,0.151513646,0.080928275,0.061421175,0.096150372,0.070231455
0.175389771,0.077640583,0.11328631,0.155024741,0.09111925,0.065751286
0.09810033,0.132028232,0.071420309,0.097794612,0.075476281,0.077495792
0.09160712,0.070450405,0.107467839,0.054967938,0.078832205,0.047013128
0.214402088,0.11703781,0.084343641,0.045875231,0.096126963,0.064459646
0.13807802,0.084434128,0.075024859,0.060860168,0.051149362,0.034593142
0.099266087,0.096450242,0.088145893,0.078532639,0.059100712,0.07666418
0.102196154,0.151375553,0.09396929,0.068952434,0.078496436,0.050154348
0.178748942,0.052486804,0.100349092,0.088606548,0.055393918,0.069178091
0.149976098,0.133935416,0.091002233,0.101757742,0.077658666,0.062439842
0.09287048,0.08977903,0.097274949,0.085259465,0.069540349,0.058975803
0.19405066,0.092041196,0.069596714,0.096084413,0.065616389,0.050701627
0.124785901,0.148797567,0.113297509,0.07263713,0.053570174,0.062175851
0.190710705,0.124254723,0.127530561,0.082467591,0.054921838,0.038243589
0.130780667,0.05883732,0.169511405,0.070875041,0.105665863,0.048733645
0.197134435,0.120404948,0.127477268,0.072423686,0.044209413,0.088010579
0.083256448,0.117166002,0.096319567,0.071138968,0.063348075,0.075994633
0.147312389,0.060304102,0.164456637,0.065508235,0.068377118,0.04401241
0.139260696,0.112012167,0.142620562,0.105654342,0.08250172,0.083315114
0.129292653,0.092525214,0.122965241,0.04345249,0.080903459,0.087980116
0.109049644,0.109089977,0.081025846,0.092792748,0.061913644,0.052455438
0.089463842,0.077134338,0.142865306,0.065000016,0.096089333,0.045244124
0.160548704,0.158093257,0.151765721,0.040551102,0.043609909,0.036723481
0.065653659,0.063588083,0.093366185,0.09370274,0.056481386,0.079799985
0.108122999,0.091381969,0.07232697,0.076003264,0.062196603,0.039682187
0.122785752,0.067900549,0.098254025,0.064212507,0.073637644,0.03802257
0.156438225,0.145961745,0.0803684,0.075473209,0.080704613,0.074717716
0.133446788,0.092142562,0.145438393,0.05369965,0.085543753,0.06066063
0.132609998,0.148388101,0.088330195,0.048311203,0.086906983,0.068536613
0.150949942,0.108974033,0.09255039,0.097086885,0.041014201,0.05737092
0.204492482,0.071816443,0.193286406,0.08230954,0.051556357,0.048981909
0.187302737,0.05959496,0.102276998,0.09291909,0.066864345,0.062679374
0.094864311,0.119450955,0.100254488,0.048592486,0.056191699,0.058800038
0.123165097,0.054465638,0.088394399,0.060720333,0.064439007,0.044181906
0.150246505,0.09830036,0.064960529,0.071632596,0.066344667,0.041755576
0.184197574,0.054381646,0.074650223,0.087571456,0.070522894,0.066599493
0.119827583,0.085172877,0.095799423,0.097147411,0.048140762,0.066544106
0.138358497,0.080125153,0.114996206,0.051105745,0.057082363,0.046302064
0.152716994,0.099370534,0.113888175,0.057256616,0.071442333,0.049748454
0.087429879,0.167540447,0.115160697,0.075230155,0.050135646,0.045947158
0.139461913,0.071165151,0.131869819,0.111129305,0.073635549,0.057023386
0.184809208,0.098293002,0.086581772,0.064635604,0.057095802,0.050201045
0.190299007,0.131410248,0.098913985,0.072555219,0.061196053,0.065451954
0.067807551,0.252172176,0.113198844,0.078279377,0.041082461,0.095171518
0.18406006,0.04768877,0.182672343,0.063506947,0.088513296,0.043425465
0.085773556,0.155632457,0.15193703,0.05944141,0.099362807,0.040914252
0.147489407,0.105704472,0.126159129,0.064733378,0.06939322,0.072832157
0.152412515,0.070087592,0.099241247,0.049122782,0.051172512,0.072784648
0.118936334,0.148872836,0.057508364,0.068065154,0.053487227,0.06511107
0.077443992,0.045011775,0.094956436,0.065240351,0.052211483,0.049269021
0.164384862,0.091454537,0.071017336,0.077322646,0.085226448,0.055716922
0.116467458,0.106076814,0.206268798,0.100082996,0.05954307,0.075648508
0.125313267,0.163033733,0.065821904,0.067260427,0.081550059,0.065172008
0.076072957,0.130044463,0.129251898,0.059743769,0.086368673,0.075666563
0.123038031,0.104191014,0.103832625,0.093189444,0.0541201,0.069023414
0.14539254,0.106825761,0.079939136,0.048532579,0.076800617,0.063815186
0.160659731,0.037543738,0.122350739,0.053996809,0.075881883,0.060035776
0.086941457,0.136246732,0.087600965,0.088327013,0.056009711,0.043531981
0.164228988,0.110034358,0.064661146,0.05007247,0.059869165,0.07761401
0.091252143,0.090138676,0.096188409,0.096336061,0.053374155,0.076015273
0.129028357,0.081429179,0.096662128,0.075162588,0.060098942,0.078123088
0.129954766,0.067713305,0.084672508,0.092953016,0.069877194,0.039765648
0.130718701,0.116469081,0.08822858,0.081070406,0.055704225,0.037861496
